"","capital","capitalLabel","coordinate_location","capital_of","capital_ofLabel","country","countryLabel"
"233","http://www.wikidata.org/entity/Q3739","Bissau","Point(-15.595555555 11.859166666)","http://www.wikidata.org/entity/Q2002279","Portuguese Guinea","http://www.wikidata.org/entity/Q1007","Guinea-Bissau"
"234","http://www.wikidata.org/entity/Q3748","Monrovia","Point(-10.804722222 6.310555555)","http://www.wikidata.org/entity/Q1014","Liberia","http://www.wikidata.org/entity/Q1014","Liberia"
"235","http://www.wikidata.org/entity/Q3748","Monrovia","Point(-10.804722222 6.310555555)","http://www.wikidata.org/entity/Q3031278","Greater Monrovia District","http://www.wikidata.org/entity/Q1014","Liberia"
"236","http://www.wikidata.org/entity/Q3751","Praia","Point(-23.509155555 14.917719444)","http://www.wikidata.org/entity/Q1011","Cape Verde","http://www.wikidata.org/entity/Q1011","Cape Verde"
"237","http://www.wikidata.org/entity/Q3751","Praia","Point(-23.509155555 14.917719444)","http://www.wikidata.org/entity/Q108448","Santiago","http://www.wikidata.org/entity/Q1011","Cape Verde"
"238","http://www.wikidata.org/entity/Q3751","Praia","Point(-23.509155555 14.917719444)","http://www.wikidata.org/entity/Q4393598","Republic of the Cape Verde Islands","http://www.wikidata.org/entity/Q1011","Cape Verde"
"239","http://www.wikidata.org/entity/Q3761","Accra","Point(-0.187 5.6037)","http://www.wikidata.org/entity/Q117","Ghana","http://www.wikidata.org/entity/Q117","Ghana"
"240","http://www.wikidata.org/entity/Q3761","Accra","Point(-0.187 5.6037)","http://www.wikidata.org/entity/Q431729","Greater Accra Region","http://www.wikidata.org/entity/Q117","Ghana"
"241","http://www.wikidata.org/entity/Q3761","Accra","Point(-0.187 5.6037)","http://www.wikidata.org/entity/Q503623","Gold Coast","http://www.wikidata.org/entity/Q117","Ghana"
"242","http://www.wikidata.org/entity/Q3766","Damascus","Point(36.291944444 33.513055555)","http://www.wikidata.org/entity/Q858","Syria","http://www.wikidata.org/entity/Q858","Syria"
"243","http://www.wikidata.org/entity/Q3766","Damascus","Point(36.291944444 33.513055555)","http://www.wikidata.org/entity/Q1372503","Syria Vilayet","http://www.wikidata.org/entity/Q858","Syria"
"244","http://www.wikidata.org/entity/Q3766","Damascus","Point(36.291944444 33.513055555)","http://www.wikidata.org/entity/Q2007044","Damascus Governorate","http://www.wikidata.org/entity/Q858","Syria"
"245","http://www.wikidata.org/entity/Q3766","Damascus","Point(36.291944444 33.513055555)","http://www.wikidata.org/entity/Q3183526","Bilad al-Sham","http://www.wikidata.org/entity/Q858","Syria"
"246","http://www.wikidata.org/entity/Q3766","Damascus","Point(36.291944444 33.513055555)","http://www.wikidata.org/entity/Q3934822","Damascus Eyalet","http://www.wikidata.org/entity/Q858","Syria"
"247","http://www.wikidata.org/entity/Q3766","Damascus","Point(36.291944444 33.513055555)","http://www.wikidata.org/entity/Q8575586","Umayyad Caliphate","http://www.wikidata.org/entity/Q858","Syria"
"248","http://www.wikidata.org/entity/Q3768","Yamoussoukro","Point(-5.274166666 6.816111111)","http://www.wikidata.org/entity/Q1008","Ivory Coast","http://www.wikidata.org/entity/Q1008","Ivory Coast"
"249","http://www.wikidata.org/entity/Q3768","Yamoussoukro","Point(-5.274166666 6.816111111)","http://www.wikidata.org/entity/Q845706","Lacs Region","http://www.wikidata.org/entity/Q1008","Ivory Coast"
"250","http://www.wikidata.org/entity/Q3777","Ouagadougou","Point(-1.535277777 12.357222222)","http://www.wikidata.org/entity/Q965","Burkina Faso","http://www.wikidata.org/entity/Q965","Burkina Faso"
"251","http://www.wikidata.org/entity/Q3780","Freetown","Point(-13.233055555 8.483333333)","http://www.wikidata.org/entity/Q1044","Sierra Leone","http://www.wikidata.org/entity/Q1044","Sierra Leone"
"252","http://www.wikidata.org/entity/Q3780","Freetown","Point(-13.233055555 8.483333333)","http://www.wikidata.org/entity/Q1050475","Western Area","http://www.wikidata.org/entity/Q1044","Sierra Leone"
"253","http://www.wikidata.org/entity/Q3780","Freetown","Point(-13.233055555 8.483333333)","http://www.wikidata.org/entity/Q14920623","Commonwealth realm of Sierra Leone","http://www.wikidata.org/entity/Q1044","Sierra Leone"
"254","http://www.wikidata.org/entity/Q3780","Freetown","Point(-13.233055555 8.483333333)","http://www.wikidata.org/entity/Q15240191","Colony of Sierra Leone","http://www.wikidata.org/entity/Q1044","Sierra Leone"
"255","http://www.wikidata.org/entity/Q3787","Abuja","Point(7.491388888 9.055555555)","http://www.wikidata.org/entity/Q1033","Nigeria","http://www.wikidata.org/entity/Q1033","Nigeria"
"256","http://www.wikidata.org/entity/Q3787","Abuja","Point(7.491388888 9.055555555)","http://www.wikidata.org/entity/Q509300","Federal Capital Territory","http://www.wikidata.org/entity/Q1033","Nigeria"
"257","http://www.wikidata.org/entity/Q3787","Abuja","Point(7.491388888 9.055555555)","http://www.wikidata.org/entity/Q28468899","Abuja Municipal","http://www.wikidata.org/entity/Q1033","Nigeria"
"258","http://www.wikidata.org/entity/Q3792","Lomé","Point(1.222777777 6.131944444)","http://www.wikidata.org/entity/Q945","Togo","http://www.wikidata.org/entity/Q945","Togo"
"259","http://www.wikidata.org/entity/Q3792","Lomé","Point(1.222777777 6.131944444)","http://www.wikidata.org/entity/Q797214","French Togoland","http://www.wikidata.org/entity/Q945","Togo"
"260","http://www.wikidata.org/entity/Q3799","Porto-Novo","Point(2.616666666 6.483333333)","http://www.wikidata.org/entity/Q962","Benin","http://www.wikidata.org/entity/Q962","Benin"
"261","http://www.wikidata.org/entity/Q3799","Porto-Novo","Point(2.616666666 6.483333333)","http://www.wikidata.org/entity/Q29169","Ouémé Department","http://www.wikidata.org/entity/Q962","Benin"
"262","http://www.wikidata.org/entity/Q3799","Porto-Novo","Point(2.616666666 6.483333333)","http://www.wikidata.org/entity/Q798431","Republic of Dahomey","http://www.wikidata.org/entity/Q962","Benin"
"263","http://www.wikidata.org/entity/Q3799","Porto-Novo","Point(2.616666666 6.483333333)","http://www.wikidata.org/entity/Q862701","People's Republic of Benin","http://www.wikidata.org/entity/Q962","Benin"
"264","http://www.wikidata.org/entity/Q3805","Amman","Point(35.933333333 31.95)","http://www.wikidata.org/entity/Q810","Jordan","http://www.wikidata.org/entity/Q810","Jordan"
"265","http://www.wikidata.org/entity/Q3805","Amman","Point(35.933333333 31.95)","http://www.wikidata.org/entity/Q472788","Amman Governorate","http://www.wikidata.org/entity/Q810","Jordan"
"266","http://www.wikidata.org/entity/Q3805","Amman","Point(35.933333333 31.95)","http://www.wikidata.org/entity/Q473433","Ammon","http://www.wikidata.org/entity/Q810","Jordan"
"267","http://www.wikidata.org/entity/Q3805","Amman","Point(35.933333333 31.95)","http://www.wikidata.org/entity/Q1121819","Emirate of Transjordan","http://www.wikidata.org/entity/Q810","Jordan"
"268","http://www.wikidata.org/entity/Q3818","Malabo","Point(8.7737 3.752063888)","http://www.wikidata.org/entity/Q983","Equatorial Guinea","http://www.wikidata.org/entity/Q983","Equatorial Guinea"
"269","http://www.wikidata.org/entity/Q3818","Malabo","Point(8.7737 3.752063888)","http://www.wikidata.org/entity/Q845834","Bioko Norte Province","http://www.wikidata.org/entity/Q983","Equatorial Guinea"
"270","http://www.wikidata.org/entity/Q3818","Malabo","Point(8.7737 3.752063888)","http://www.wikidata.org/entity/Q1232509","Spanish Guinea","http://www.wikidata.org/entity/Q983","Equatorial Guinea"
"271","http://www.wikidata.org/entity/Q3818","Malabo","Point(8.7737 3.752063888)","http://www.wikidata.org/entity/Q3031443","District of Malabo","http://www.wikidata.org/entity/Q983","Equatorial Guinea"
"272","http://www.wikidata.org/entity/Q3818","Malabo","Point(8.7737 3.752063888)","http://www.wikidata.org/entity/Q3040071","Insular Region","http://www.wikidata.org/entity/Q983","Equatorial Guinea"
"273","http://www.wikidata.org/entity/Q3820","Beirut","Point(35.513055555 33.886944444)","http://www.wikidata.org/entity/Q822","Lebanon","http://www.wikidata.org/entity/Q822","Lebanon"
"274","http://www.wikidata.org/entity/Q3820","Beirut","Point(35.513055555 33.886944444)","http://www.wikidata.org/entity/Q651688","Beirut Governorate","http://www.wikidata.org/entity/Q822","Lebanon"
"275","http://www.wikidata.org/entity/Q3825","Libreville","Point(9.4544 0.3901)","http://www.wikidata.org/entity/Q1000","Gabon","http://www.wikidata.org/entity/Q1000","Gabon"
"276","http://www.wikidata.org/entity/Q3825","Libreville","Point(9.4544 0.3901)","http://www.wikidata.org/entity/Q265319","French Congo","http://www.wikidata.org/entity/Q1000","Gabon"
"277","http://www.wikidata.org/entity/Q3825","Libreville","Point(9.4544 0.3901)","http://www.wikidata.org/entity/Q281109","Estuaire Province","http://www.wikidata.org/entity/Q1000","Gabon"
"278","http://www.wikidata.org/entity/Q3826","Muscat","Point(58.592222222 23.613888888)","http://www.wikidata.org/entity/Q842","Oman","http://www.wikidata.org/entity/Q842","Oman"
"279","http://www.wikidata.org/entity/Q3826","Muscat","Point(58.592222222 23.613888888)","http://www.wikidata.org/entity/Q157734","Muscat and Oman","http://www.wikidata.org/entity/Q842","Oman"
"280","http://www.wikidata.org/entity/Q3826","Muscat","Point(58.592222222 23.613888888)","http://www.wikidata.org/entity/Q544762","Muscat Governorate","http://www.wikidata.org/entity/Q842","Oman"
"281","http://www.wikidata.org/entity/Q3832","Bangui","Point(18.562833333 4.37325)","http://www.wikidata.org/entity/Q929","Central African Republic","http://www.wikidata.org/entity/Q929","Central African Republic"
"282","http://www.wikidata.org/entity/Q3838","Kinshasa","Point(15.313888888 -4.331666666)","http://www.wikidata.org/entity/Q974","Democratic Republic of the Congo","http://www.wikidata.org/entity/Q974","Democratic Republic of the Congo"
"283","http://www.wikidata.org/entity/Q3838","Kinshasa","Point(15.313888888 -4.331666666)","http://www.wikidata.org/entity/Q213510","Belgian Congo","http://www.wikidata.org/entity/Q974","Democratic Republic of the Congo"
"284","http://www.wikidata.org/entity/Q3838","Kinshasa","Point(15.313888888 -4.331666666)","http://www.wikidata.org/entity/Q618399","Republic of the Congo (Léopoldville)","http://www.wikidata.org/entity/Q974","Democratic Republic of the Congo"
"285","http://www.wikidata.org/entity/Q3838","Kinshasa","Point(15.313888888 -4.331666666)","http://www.wikidata.org/entity/Q6500954","Zaire","http://www.wikidata.org/entity/Q974","Democratic Republic of the Congo"
"286","http://www.wikidata.org/entity/Q3838","Kinshasa","Point(15.313888888 -4.331666666)","http://www.wikidata.org/entity/Q60852075","Q60852075","http://www.wikidata.org/entity/Q974","Democratic Republic of the Congo"
"287","http://www.wikidata.org/entity/Q3844","Brazzaville","Point(15.283333333 -4.266666666)","http://www.wikidata.org/entity/Q971","Republic of the Congo","http://www.wikidata.org/entity/Q971","Republic of the Congo"
"288","http://www.wikidata.org/entity/Q3844","Brazzaville","Point(15.283333333 -4.266666666)","http://www.wikidata.org/entity/Q271894","French Equatorial Africa","http://www.wikidata.org/entity/Q971","Republic of the Congo"
"289","http://www.wikidata.org/entity/Q3844","Brazzaville","Point(15.283333333 -4.266666666)","http://www.wikidata.org/entity/Q1152126","People's Republic of the Congo","http://www.wikidata.org/entity/Q971","Republic of the Congo"
"290","http://www.wikidata.org/entity/Q3844","Brazzaville","Point(15.283333333 -4.266666666)","http://www.wikidata.org/entity/Q64223761","Free French Africa","http://www.wikidata.org/entity/Q971","Republic of the Congo"
"291","http://www.wikidata.org/entity/Q3856","Nicosia","Point(33.365 35.1725)","http://www.wikidata.org/entity/Q229","Cyprus","http://www.wikidata.org/entity/Q229","Cyprus"
"292","http://www.wikidata.org/entity/Q3856","Nicosia","Point(33.365 35.1725)","http://www.wikidata.org/entity/Q213638","Kingdom of Cyprus","http://www.wikidata.org/entity/Q229","Cyprus"
"293","http://www.wikidata.org/entity/Q3859","Kigali","Point(30.060555555 -1.953611111)","http://www.wikidata.org/entity/Q1037","Rwanda","http://www.wikidata.org/entity/Q1037","Rwanda"
"294","http://www.wikidata.org/entity/Q3859","Kigali","Point(30.060555555 -1.953611111)","http://www.wikidata.org/entity/Q167196","Kigali province","http://www.wikidata.org/entity/Q1037","Rwanda"
"295","http://www.wikidata.org/entity/Q3861","Doha","Point(51.533333333 25.3)","http://www.wikidata.org/entity/Q846","Qatar","http://www.wikidata.org/entity/Q846","Qatar"
"296","http://www.wikidata.org/entity/Q3866","Dodoma","Point(35.746 -6.1835)","http://www.wikidata.org/entity/Q924","Tanzania","http://www.wikidata.org/entity/Q924","Tanzania"
"297","http://www.wikidata.org/entity/Q3866","Dodoma","Point(35.746 -6.1835)","http://www.wikidata.org/entity/Q213268","Dodoma Region","http://www.wikidata.org/entity/Q924","Tanzania"
"298","http://www.wikidata.org/entity/Q3870","Nairobi","Point(36.817222222 -1.286388888)","http://www.wikidata.org/entity/Q114","Kenya","http://www.wikidata.org/entity/Q114","Kenya"
"299","http://www.wikidata.org/entity/Q3870","Nairobi","Point(36.817222222 -1.286388888)","http://www.wikidata.org/entity/Q2538511","Kenya Colony","http://www.wikidata.org/entity/Q114","Kenya"
"300","http://www.wikidata.org/entity/Q3876","Lilongwe","Point(33.783333333 -13.983333333)","http://www.wikidata.org/entity/Q1020","Malawi","http://www.wikidata.org/entity/Q1020","Malawi"
"301","http://www.wikidata.org/entity/Q1354","Dhaka","Point(90.396111111 23.716111111)","http://www.wikidata.org/entity/Q842931","East Pakistan","http://www.wikidata.org/entity/Q902","Bangladesh"
"302","http://www.wikidata.org/entity/Q1354","Dhaka","Point(90.396111111 23.716111111)","http://www.wikidata.org/entity/Q1850485","Dhaka District","http://www.wikidata.org/entity/Q902","Bangladesh"
"303","http://www.wikidata.org/entity/Q1354","Dhaka","Point(90.396111111 23.716111111)","http://www.wikidata.org/entity/Q2347909","East Bengal","http://www.wikidata.org/entity/Q902","Bangladesh"
"304","http://www.wikidata.org/entity/Q1355","Bengaluru","Point(77.5912997 12.9791198)","http://www.wikidata.org/entity/Q1185","Karnataka","http://www.wikidata.org/entity/Q668","India"
"305","http://www.wikidata.org/entity/Q1362","Islamabad","Point(73.036944444 33.698888888)","http://www.wikidata.org/entity/Q843","Pakistan","http://www.wikidata.org/entity/Q843","Pakistan"
"306","http://www.wikidata.org/entity/Q1435","Zagreb","Point(15.95 45.8)","http://www.wikidata.org/entity/Q224","Croatia","http://www.wikidata.org/entity/Q224","Croatia"
"307","http://www.wikidata.org/entity/Q1435","Zagreb","Point(15.95 45.8)","http://www.wikidata.org/entity/Q1435","Zagreb","http://www.wikidata.org/entity/Q224","Croatia"
"308","http://www.wikidata.org/entity/Q1435","Zagreb","Point(15.95 45.8)","http://www.wikidata.org/entity/Q27038","Zagreb County","http://www.wikidata.org/entity/Q224","Croatia"
"309","http://www.wikidata.org/entity/Q1435","Zagreb","Point(15.95 45.8)","http://www.wikidata.org/entity/Q153128","Independent State of Croatia","http://www.wikidata.org/entity/Q224","Croatia"
"310","http://www.wikidata.org/entity/Q1435","Zagreb","Point(15.95 45.8)","http://www.wikidata.org/entity/Q209062","Socialist Republic of Croatia","http://www.wikidata.org/entity/Q224","Croatia"
"311","http://www.wikidata.org/entity/Q1486","Buenos Aires","Point(-58.381944444 -34.599722222)","http://www.wikidata.org/entity/Q414","Argentina","http://www.wikidata.org/entity/Q414","Argentina"
"312","http://www.wikidata.org/entity/Q1486","Buenos Aires","Point(-58.381944444 -34.599722222)","http://www.wikidata.org/entity/Q210551","Viceroyalty of the Río de la Plata","http://www.wikidata.org/entity/Q414","Argentina"
"313","http://www.wikidata.org/entity/Q1486","Buenos Aires","Point(-58.381944444 -34.599722222)","http://www.wikidata.org/entity/Q738144","United Provinces of the Río de la Plata","http://www.wikidata.org/entity/Q414","Argentina"
"314","http://www.wikidata.org/entity/Q1489","Mexico City","Point(-99.145555555 19.419444444)","http://www.wikidata.org/entity/Q96","Mexico","http://www.wikidata.org/entity/Q96","Mexico"
"315","http://www.wikidata.org/entity/Q1519","Abu Dhabi","Point(54.368611111 24.478055555)","http://www.wikidata.org/entity/Q878","United Arab Emirates","http://www.wikidata.org/entity/Q878","United Arab Emirates"
"316","http://www.wikidata.org/entity/Q1519","Abu Dhabi","Point(54.368611111 24.478055555)","http://www.wikidata.org/entity/Q187712","Emirate of Abu Dhabi","http://www.wikidata.org/entity/Q878","United Arab Emirates"
"317","http://www.wikidata.org/entity/Q1520","Nur-Sultan","Point(71.433333333 51.133333333)","http://www.wikidata.org/entity/Q232","Kazakhstan","http://www.wikidata.org/entity/Q232","Kazakhstan"
"318","http://www.wikidata.org/entity/Q1520","Nur-Sultan","Point(71.433333333 51.133333333)","http://www.wikidata.org/entity/Q485056","Akmola Region","http://www.wikidata.org/entity/Q232","Kazakhstan"
"319","http://www.wikidata.org/entity/Q1524","Athens","Point(23.716111111 37.979444444)","http://www.wikidata.org/entity/Q41","Greece","http://www.wikidata.org/entity/Q41","Greece"
"320","http://www.wikidata.org/entity/Q1524","Athens","Point(23.716111111 37.979444444)","http://www.wikidata.org/entity/Q755177","Central Athens Regional Unit","http://www.wikidata.org/entity/Q41","Greece"
"321","http://www.wikidata.org/entity/Q1524","Athens","Point(23.716111111 37.979444444)","http://www.wikidata.org/entity/Q758056","Attica Region","http://www.wikidata.org/entity/Q41","Greece"
"322","http://www.wikidata.org/entity/Q1524","Athens","Point(23.716111111 37.979444444)","http://www.wikidata.org/entity/Q1224979","Athens Municipality","http://www.wikidata.org/entity/Q41","Greece"
"323","http://www.wikidata.org/entity/Q1530","Baghdad","Point(44.416666666 33.35)","http://www.wikidata.org/entity/Q796","Iraq","http://www.wikidata.org/entity/Q796","Iraq"
"324","http://www.wikidata.org/entity/Q1533","Caracas","Point(-66.933333333 10.5)","http://www.wikidata.org/entity/Q717","Venezuela","http://www.wikidata.org/entity/Q717","Venezuela"
"325","http://www.wikidata.org/entity/Q1533","Caracas","Point(-66.933333333 10.5)","http://www.wikidata.org/entity/Q492791","Capital District","http://www.wikidata.org/entity/Q717","Venezuela"
"326","http://www.wikidata.org/entity/Q1533","Caracas","Point(-66.933333333 10.5)","http://www.wikidata.org/entity/Q887222","Libertador","http://www.wikidata.org/entity/Q717","Venezuela"
"327","http://www.wikidata.org/entity/Q1533","Caracas","Point(-66.933333333 10.5)","http://www.wikidata.org/entity/Q5848651","United States of Venezuela","http://www.wikidata.org/entity/Q717","Venezuela"
"328","http://www.wikidata.org/entity/Q1533","Caracas","Point(-66.933333333 10.5)","http://www.wikidata.org/entity/Q39501433","State of Venezuela","http://www.wikidata.org/entity/Q717","Venezuela"
"329","http://www.wikidata.org/entity/Q1555","Guatemala City","Point(-90.52525 14.609861111)","http://www.wikidata.org/entity/Q774","Guatemala","http://www.wikidata.org/entity/Q774","Guatemala"
"330","http://www.wikidata.org/entity/Q1555","Guatemala City","Point(-90.52525 14.609861111)","http://www.wikidata.org/entity/Q190025","Federal Republic of Central America","http://www.wikidata.org/entity/Q774","Guatemala"
"331","http://www.wikidata.org/entity/Q1555","Guatemala City","Point(-90.52525 14.609861111)","http://www.wikidata.org/entity/Q695660","Guatemala Department","http://www.wikidata.org/entity/Q774","Guatemala"
"332","http://www.wikidata.org/entity/Q1555","Guatemala City","Point(-90.52525 14.609861111)","http://www.wikidata.org/entity/Q68257522","State of Guatemala","http://www.wikidata.org/entity/Q774","Guatemala"
"333","http://www.wikidata.org/entity/Q1563","Havana","Point(-82.358888888 23.136666666)","http://www.wikidata.org/entity/Q241","Cuba","http://www.wikidata.org/entity/Q241","Cuba"
"334","http://www.wikidata.org/entity/Q1563","Havana","Point(-82.358888888 23.136666666)","http://www.wikidata.org/entity/Q12588","Havana Province","http://www.wikidata.org/entity/Q241","Cuba"
"335","http://www.wikidata.org/entity/Q1748","Copenhagen","Point(12.568888888 55.676111111)","http://www.wikidata.org/entity/Q35","Denmark","http://www.wikidata.org/entity/Q35","Denmark"
"336","http://www.wikidata.org/entity/Q1748","Copenhagen","Point(12.568888888 55.676111111)","http://www.wikidata.org/entity/Q62623","Kalmar Union","http://www.wikidata.org/entity/Q35","Denmark"
"337","http://www.wikidata.org/entity/Q1748","Copenhagen","Point(12.568888888 55.676111111)","http://www.wikidata.org/entity/Q62651","Denmark-Norway","http://www.wikidata.org/entity/Q35","Denmark"
"338","http://www.wikidata.org/entity/Q1748","Copenhagen","Point(12.568888888 55.676111111)","http://www.wikidata.org/entity/Q756617","Danish Realm","http://www.wikidata.org/entity/Q35","Denmark"
"339","http://www.wikidata.org/entity/Q1754","Stockholm","Point(18.068611111 59.329444444)","http://www.wikidata.org/entity/Q34","Sweden","http://www.wikidata.org/entity/Q34","Sweden"
"340","http://www.wikidata.org/entity/Q1754","Stockholm","Point(18.068611111 59.329444444)","http://www.wikidata.org/entity/Q62589","Union between Sweden and Norway","http://www.wikidata.org/entity/Q34","Sweden"
"341","http://www.wikidata.org/entity/Q1754","Stockholm","Point(18.068611111 59.329444444)","http://www.wikidata.org/entity/Q104231","Stockholm County","http://www.wikidata.org/entity/Q34","Sweden"
"342","http://www.wikidata.org/entity/Q1754","Stockholm","Point(18.068611111 59.329444444)","http://www.wikidata.org/entity/Q175358","Swedish overseas colonies","http://www.wikidata.org/entity/Q34","Sweden"
"343","http://www.wikidata.org/entity/Q1754","Stockholm","Point(18.068611111 59.329444444)","http://www.wikidata.org/entity/Q506250","Stockholm Municipality","http://www.wikidata.org/entity/Q34","Sweden"
"344","http://www.wikidata.org/entity/Q1757","Helsinki","Point(24.93417 60.17556)","http://www.wikidata.org/entity/Q33","Finland","http://www.wikidata.org/entity/Q33","Finland"
"345","http://www.wikidata.org/entity/Q1761","Dublin","Point(-6.265833333 53.3425)","http://www.wikidata.org/entity/Q27","Ireland","http://www.wikidata.org/entity/Q27","Ireland"
"346","http://www.wikidata.org/entity/Q1764","Reykjavík","Point(-21.935 64.1475)","http://www.wikidata.org/entity/Q189","Iceland","http://www.wikidata.org/entity/Q189","Iceland"
"347","http://www.wikidata.org/entity/Q1764","Reykjavík","Point(-21.935 64.1475)","http://www.wikidata.org/entity/Q62567","Kingdom of Iceland","http://www.wikidata.org/entity/Q189","Iceland"
"348","http://www.wikidata.org/entity/Q1764","Reykjavík","Point(-21.935 64.1475)","http://www.wikidata.org/entity/Q203304","Capital Region","http://www.wikidata.org/entity/Q189","Iceland"
"349","http://www.wikidata.org/entity/Q1764","Reykjavík","Point(-21.935 64.1475)","http://www.wikidata.org/entity/Q1675663","Reykjavíkurborg","http://www.wikidata.org/entity/Q189","Iceland"
"350","http://www.wikidata.org/entity/Q1770","Tallinn","Point(24.745 59.437222222)","http://www.wikidata.org/entity/Q191","Estonia","http://www.wikidata.org/entity/Q191","Estonia"
"351","http://www.wikidata.org/entity/Q1773","Riga","Point(24.106944444 56.9475)","http://www.wikidata.org/entity/Q211","Latvia","http://www.wikidata.org/entity/Q211","Latvia"
"352","http://www.wikidata.org/entity/Q1773","Riga","Point(24.106944444 56.9475)","http://www.wikidata.org/entity/Q1064825","Livonian confederation","http://www.wikidata.org/entity/Q211","Latvia"
"353","http://www.wikidata.org/entity/Q1773","Riga","Point(24.106944444 56.9475)","http://www.wikidata.org/entity/Q1419584","Livonia Governorate","http://www.wikidata.org/entity/Q211","Latvia"
"354","http://www.wikidata.org/entity/Q1773","Riga","Point(24.106944444 56.9475)","http://www.wikidata.org/entity/Q2552845","Riga governorate","http://www.wikidata.org/entity/Q211","Latvia"
"355","http://www.wikidata.org/entity/Q1780","Bratislava","Point(17.112777777 48.144722222)","http://www.wikidata.org/entity/Q214","Slovakia","http://www.wikidata.org/entity/Q214","Slovakia"
"356","http://www.wikidata.org/entity/Q1780","Bratislava","Point(17.112777777 48.144722222)","http://www.wikidata.org/entity/Q154401","Slovak State (1939-1945)","http://www.wikidata.org/entity/Q214","Slovakia"
"357","http://www.wikidata.org/entity/Q1780","Bratislava","Point(17.112777777 48.144722222)","http://www.wikidata.org/entity/Q171150","Kingdom of Hungary","http://www.wikidata.org/entity/Q214","Slovakia"
"358","http://www.wikidata.org/entity/Q1780","Bratislava","Point(17.112777777 48.144722222)","http://www.wikidata.org/entity/Q183498","Bratislava Region","http://www.wikidata.org/entity/Q214","Slovakia"
"359","http://www.wikidata.org/entity/Q1780","Bratislava","Point(17.112777777 48.144722222)","http://www.wikidata.org/entity/Q187383","Pozsony County","http://www.wikidata.org/entity/Q214","Slovakia"
"360","http://www.wikidata.org/entity/Q1780","Bratislava","Point(17.112777777 48.144722222)","http://www.wikidata.org/entity/Q246934","Western Slovakia","http://www.wikidata.org/entity/Q214","Slovakia"
"361","http://www.wikidata.org/entity/Q1780","Bratislava","Point(17.112777777 48.144722222)","http://www.wikidata.org/entity/Q253094","Kingdom of Hungary","http://www.wikidata.org/entity/Q214","Slovakia"
"362","http://www.wikidata.org/entity/Q1780","Bratislava","Point(17.112777777 48.144722222)","http://www.wikidata.org/entity/Q1751495","Slovak Socialist Republic","http://www.wikidata.org/entity/Q214","Slovakia"
"363","http://www.wikidata.org/entity/Q1780","Bratislava","Point(17.112777777 48.144722222)","http://www.wikidata.org/entity/Q56273457","Q56273457","http://www.wikidata.org/entity/Q214","Slovakia"
"364","http://www.wikidata.org/entity/Q1781","Budapest","Point(19.040833333 47.498333333)","http://www.wikidata.org/entity/Q28","Hungary","http://www.wikidata.org/entity/Q28","Hungary"
"365","http://www.wikidata.org/entity/Q1842","Luxembourg","Point(6.132777777 49.610555555)","http://www.wikidata.org/entity/Q32","Luxembourg","http://www.wikidata.org/entity/Q32","Luxembourg"
"366","http://www.wikidata.org/entity/Q1842","Luxembourg","Point(6.132777777 49.610555555)","http://www.wikidata.org/entity/Q378004","Forêts","http://www.wikidata.org/entity/Q32","Luxembourg"
"367","http://www.wikidata.org/entity/Q1842","Luxembourg","Point(6.132777777 49.610555555)","http://www.wikidata.org/entity/Q691741","Canton of Luxembourg","http://www.wikidata.org/entity/Q32","Luxembourg"
"368","http://www.wikidata.org/entity/Q1842","Luxembourg","Point(6.132777777 49.610555555)","http://www.wikidata.org/entity/Q2719360","Duchy of Luxembourg","http://www.wikidata.org/entity/Q32","Luxembourg"
"369","http://www.wikidata.org/entity/Q1842","Luxembourg","Point(6.132777777 49.610555555)","http://www.wikidata.org/entity/Q5177890","County of Luxembourg","http://www.wikidata.org/entity/Q32","Luxembourg"
"370","http://www.wikidata.org/entity/Q1844","Vaduz","Point(9.521944444 47.139722222)","http://www.wikidata.org/entity/Q347","Liechtenstein","http://www.wikidata.org/entity/Q347","Liechtenstein"
"371","http://www.wikidata.org/entity/Q1844","Vaduz","Point(9.521944444 47.139722222)","http://www.wikidata.org/entity/Q49655","Schellenberg","http://www.wikidata.org/entity/Q347","Liechtenstein"
"372","http://www.wikidata.org/entity/Q1848","San Marino","Point(12.44845 43.932011111)","http://www.wikidata.org/entity/Q238","San Marino","http://www.wikidata.org/entity/Q238","San Marino"
"373","http://www.wikidata.org/entity/Q1850","Phnom Penh","Point(104.921027777 11.569583333)","http://www.wikidata.org/entity/Q424","Cambodia","http://www.wikidata.org/entity/Q424","Cambodia"
"374","http://www.wikidata.org/entity/Q1850","Phnom Penh","Point(104.921027777 11.569583333)","http://www.wikidata.org/entity/Q1054184","Khmer Republic","http://www.wikidata.org/entity/Q424","Cambodia"
"375","http://www.wikidata.org/entity/Q1850","Phnom Penh","Point(104.921027777 11.569583333)","http://www.wikidata.org/entity/Q3173090","French Protectorate of Cambodia","http://www.wikidata.org/entity/Q424","Cambodia"
"376","http://www.wikidata.org/entity/Q1858","Hanoi","Point(105.84117 21.0245)","http://www.wikidata.org/entity/Q881","Vietnam","http://www.wikidata.org/entity/Q881","Vietnam"
"377","http://www.wikidata.org/entity/Q1858","Hanoi","Point(105.84117 21.0245)","http://www.wikidata.org/entity/Q172640","North Vietnam","http://www.wikidata.org/entity/Q881","Vietnam"
